longitude,latitude
103.8835196,1.376371236
103.8840164,1.37849281
103.8796963,1.378229936
103.8791847,1.37356291
103.8809546,1.382373758
103.8794136,1.380031671
103.8874851,1.378270725
103.8838133,1.377521837
103.8838133,1.377521837
103.88822,1.377965042
103.8841214,1.375998644
103.8840164,1.37849281
103.8851256,1.370312635
103.8797875,1.376635679
103.8814979,1.376032043
103.895401,1.377171374
103.889169,1.351136373
103.8863021,1.349664367
103.8970056,1.372519921
103.8904639,1.362990379
103.8946293,1.372736224
103.8797778,1.373483071
103.8903232,1.377822733
103.8805075,1.369561785
103.8956733,1.372965097
103.888264,1.365649035
103.7474331,1.319009211
103.7426515,1.320520268
103.7390097,1.342024246
103.739977,1.342653278
103.7381012,1.341127495
103.7474331,1.319009211
103.7300291,1.350554953
103.7416542,1.343828697
103.7466919,1.319022393
103.7367858,1.343188358
103.7424281,1.337890377
103.7367858,1.343188358
103.7355028,1.339791488
103.7387873,1.337011008
103.7402925,1.338669111
103.7315322,1.349532517
103.7389822,1.321499034
103.7325787,1.347666576
103.7358244,1.339209815
103.747058,1.339085068
103.7337993,1.348208363
103.7299366,1.350139886
103.7321743,1.346914645
103.7397143,1.32277239
103.7447023,1.340708117
103.7397143,1.32277239
103.7454087,1.342104131
103.7450352,1.341866529
103.7437109,1.3403455
103.7348431,1.346521518
103.7496543,1.319234207
103.7356043,1.338775749
103.7332752,1.346653511
103.7360878,1.341820669
103.7411299,1.320051467
103.6950834,1.335255178
103.6947762,1.335277509
103.7107771,1.346405382
103.724713,1.335299059
103.709387,1.346249681
103.7243543,1.333184498
103.7100145,1.347251003
103.724261,1.335407648
103.6879703,1.341455371
103.7273488,1.350197638
103.6863745,1.340521584
103.6878703,1.34108919
103.6891902,1.340523118
103.7140979,1.348241225
103.6878703,1.34108919
103.7197243,1.345849591
103.7154681,1.348532872
103.7154681,1.348532872
103.7179785,1.345086814
103.7195911,1.347792675
103.7203594,1.346857953
103.7172467,1.347197626
103.6958294,1.345983862
103.7208424,1.333236534
103.6960614,1.347316253
103.7036544,1.35320439
103.7000276,1.345367781
103.6960614,1.347316253
103.698427,1.346108864
103.7036275,1.351556337
103.6891498,1.342567813
103.6923822,1.344938255
103.6974973,1.344351382
103.6991919,1.347937116
103.6920181,1.345708272
103.6897893,1.343694927
103.7210438,1.32748328
103.6943573,1.343744024
103.6960614,1.347316253
103.7152464,1.352290539
103.6909242,1.343426295
103.697321,1.347615757
103.7207475,1.333688668
103.7007218,1.349326757
103.7223959,1.354314348
103.7256226,1.351954311
103.6962525,1.343400906
103.7086356,1.345514362
103.7175241,1.351638892
103.6982983,1.343669447
103.7153486,1.350592139
103.7185162,1.351582692
103.697684,1.33943037
103.6956145,1.33648744
103.7020602,1.345133732
103.7241548,1.337667461
103.697514,1.33550104
103.7053946,1.343152907
103.6998994,1.341517346
103.7002893,1.33541318
103.7082524,1.34582026
103.6966483,1.340129827
103.697514,1.33550104
103.7033975,1.339206416
103.6981926,1.338387692
103.7030009,1.341257872
103.7024297,1.338045317
103.7002192,1.339253398
103.7033975,1.339206416
103.7023394,1.338844407
103.7241842,1.347715743
103.7047605,1.34449473
103.6950912,1.336619865
103.7227903,1.337699664
103.6887377,1.342237957
103.7042506,1.350504607
103.6866098,1.339116457
103.7040078,1.351832419
103.7052399,1.350266828
103.6945288,1.346998108
103.6952141,1.345125754
103.6940369,1.344190398
103.7013131,1.344712135
103.7041892,1.346002188
103.7143437,1.34442113
103.7214427,1.353424941
103.6956145,1.33648744
103.7036418,1.345753081
103.6995644,1.338457974
103.7023136,1.336850142
103.6952141,1.345125754
103.699358,1.335368575
103.7208424,1.333236534
103.6966388,1.336891377
103.7008562,1.338324541
103.7019821,1.336907297
103.7002192,1.339253398
103.7047012,1.343334426
103.7200246,1.344936308
103.703604,1.352265053
103.6852284,1.341220505
103.696863,1.343270528
103.7014299,1.343872989
103.7173441,1.354198212
103.7041601,1.343258376
103.6994476,1.342204167
103.7005865,1.337935868
103.7019586,1.339614224
103.7048478,1.342609031
103.7019586,1.339614224
103.7019586,1.339614224
103.8835964,1.302370026
103.858992,1.326021022
103.8542321,1.325024279
103.8611073,1.322587352
103.8693362,1.321394464
103.8611073,1.322587352
103.8501587,1.312957982
103.8691478,1.323537807
103.8640498,1.319303367
103.7878949,1.336016293
103.8577529,1.324715797
103.870914,1.31423937
103.871612,1.322188988
103.8568313,1.314005835
103.8507984,1.315140198
103.8501587,1.312957982
103.8716516,1.315431758
103.8632222,1.305391507
103.8604358,1.319795086
103.8613467,1.320813043
103.8516385,1.311981131
103.8734891,1.31327536
103.8561985,1.322192178
103.8563499,1.318442335
103.8600807,1.327827687
103.8667869,1.321120278
103.8730939,1.313793188
103.8667673,1.32163647
103.8590051,1.319981244
103.8621944,1.324786153
103.8510724,1.314477856
103.8685905,1.324084641
103.8679955,1.322126054
103.8590051,1.319981244
103.8612187,1.316051181
103.8617819,1.316789225
103.8541545,1.328265514
103.9097405,1.30391193
103.9118066,1.303178277
103.9140048,1.305423685
103.9090404,1.302670233
103.986846,1.3888534
103.9344823,1.377156177
103.9355644,1.377295646
103.9560091,1.36846368
103.9398539,1.378639617
103.9359424,1.376955021
103.9573625,1.374495021
103.9545047,1.366869547
103.9363539,1.374788436
103.9566217,1.374741403
103.9545047,1.366869547
103.9543083,1.365820302
103.9618033,1.368162699
103.9605578,1.373603458
103.9600441,1.365613501
103.9465105,1.372769056
103.9379322,1.379965919
103.9556207,1.371636601
103.9451222,1.374063065
103.9600092,1.366972563
103.9498221,1.368484411
103.9560091,1.36846368
103.9614018,1.373379907
103.9364118,1.381785964
103.9345558,1.379220826
103.9447563,1.373432536
103.9429572,1.374144156
103.9406866,1.378009451
103.959676,1.367342674
103.9527692,1.367975437
103.9431393,1.374601295
103.9547531,1.371523854
103.9633846,1.373193235
103.9544838,1.36840453
103.9628679,1.374079169
103.9570177,1.367478779
103.9503984,1.371361579
103.9034765,1.398048415
103.9106985,1.393069499
103.9124285,1.393542263
103.9079554,1.397094532
103.9092641,1.403584212
103.9071773,1.401717992
103.913979,1.394496029
103.8994549,1.403979501
103.907096,1.401367945
103.907861,1.40442052
103.9098829,1.403745871
103.9049453,1.403075573
103.9071174,1.403480538
103.9089093,1.403824351
103.8985316,1.403652033
103.9075822,1.402468466
103.9100575,1.402903237
103.9081061,1.40267897
103.8983589,1.403313781
103.906791,1.405832084
103.8994549,1.403979501
103.903127,1.401343561
103.903127,1.401343561
103.9026191,1.40157247
103.8983589,1.403313781
103.9020087,1.403258431
103.8986665,1.403443932
103.9044442,1.404423566
103.9124654,1.395444577
103.9034765,1.398048415
103.914597,1.399693672
103.9061471,1.396207066
103.915306,1.39572273
103.9057295,1.396941332
103.9083441,1.396604861
103.904939,1.398761278
103.9074976,1.399279585
103.9053038,1.396608862
103.9057295,1.396941332
103.9057512,1.39996998
103.9035356,1.400085464
103.9134368,1.394775289
103.915235,1.394578126
103.9140598,1.395500602
103.9124567,1.40194562
103.9049173,1.401886208
103.9121478,1.40215673
103.9053082,1.402706152
103.9124567,1.40194562
103.8990319,1.404108025
103.9012624,1.402303014
103.8973989,1.404111506
103.8979324,1.404432739
103.8988518,1.404315452
103.8004236,1.304678661
103.8038469,1.290732462
103.8031379,1.293814453
103.8003853,1.303787444
103.8031059,1.290434865
103.7989383,1.307249431
103.8007436,1.305586163
103.7982919,1.306267716
103.8004236,1.304678661
103.8003999,1.304221751
103.7871897,1.311998913
103.7832732,1.302525747
103.8031076,1.290909181
103.786855,1.312879757
103.7884039,1.31228409
103.794223,1.306514064
103.7993498,1.304384257
103.794223,1.306514064
103.8118849,1.293085872
103.7940631,1.309053945
103.7955594,1.309344983
103.786332,1.308635628
103.8082534,1.293313145
103.8148357,1.292721267
103.7872306,1.311288236
103.7923799,1.310976125
103.7830572,1.308083436
103.8082534,1.293313145
103.8165542,1.452084619
103.8182964,1.445559889
103.8150135,1.447163473
103.8233257,1.45088208
103.8168198,1.454951192
103.8144259,1.452226677
103.8179475,1.451770422
103.8164351,1.450036033
103.8186776,1.447068078
103.8190221,1.445663823
103.8188889,1.452679747
103.8153163,1.445774761
103.8158201,1.447328282
103.8170033,1.450043994
103.8193068,1.450165067
103.8225383,1.446318068
103.8199728,1.450860772
103.8257671,1.449701615
103.8197671,1.451335115
103.8224416,1.444689924
103.8251354,1.45043745
103.8164162,1.446990209
103.815652,1.446150969
103.8746889,1.391210381
103.8751662,1.391097836
103.8740951,1.392247162
103.8744098,1.392220138
103.8998663,1.385521721
103.8992912,1.385144912
103.8868447,1.389227472
103.9031585,1.38829484
103.9064944,1.393173695
103.9077167,1.3926658
103.8913469,1.392844389
103.9087431,1.391450411
103.9030816,1.389344248
103.9071458,1.38818826
103.9087431,1.391450411
103.9026532,1.389445039
103.8997829,1.382811686
103.9047887,1.387007272
103.8738149,1.388348217
103.8902203,1.387597938
103.9026885,1.390490496
103.8976478,1.392386288
103.9021921,1.386844965
103.8997478,1.397311291
103.9024002,1.392824178
103.8992574,1.384655687
103.8735796,1.392284488
103.8995365,1.390900096
103.8935077,1.387725134
103.8984914,1.384463641
103.8984882,1.388548954
103.898664,1.390440058
103.8763224,1.394373666
103.8992574,1.384655687
103.8760967,1.389789389
103.8751662,1.391097836
103.895589,1.383715005
103.8740951,1.392247162
103.8995422,1.384241559
103.8992574,1.384655687
103.9007808,1.385539436
103.8769757,1.39287836
103.8770562,1.390162618
103.9005512,1.386185145
103.9007808,1.385539436
103.8998663,1.385521721
103.8998663,1.385521721
103.9001055,1.384800806
103.8955049,1.381659187
103.8935644,1.383931005
103.8939391,1.384760342
103.8944149,1.385012435
103.8945221,1.38333897
103.8944433,1.38414099
103.9019417,1.393279532
103.8840603,1.390964682
103.9051119,1.386690883
103.8881671,1.38840183
103.891816,1.390952212
103.9029486,1.394636749
103.8965039,1.386090759
103.8872999,1.38903343
103.9029486,1.394636749
103.9024002,1.392824178
103.8889223,1.387891855
103.9017895,1.395167098
103.9017779,1.396349011
103.897023,1.397032668
103.8747026,1.388679048
103.9013837,1.383459766
103.9013837,1.383459766
103.8925507,1.392095507
103.8762905,1.393398979
103.8874435,1.389544653
103.8955253,1.387214452
103.904005,1.385262446
103.9011868,1.396828596
103.8997899,1.392246336
103.9033836,1.384175305
103.8954705,1.395100053
103.8701137,1.35673481
103.8764851,1.350262004
103.872182,1.358358825
103.8764851,1.350262004
103.8663265,1.353762881
103.8718109,1.359146061
103.8755605,1.35052006
103.8703609,1.37103632
103.8730413,1.367781392
103.8705114,1.369433518
103.871224,1.358429525
103.8670687,1.354628177
103.8731998,1.346265987
103.8729682,1.34718613
103.875117,1.349149109
103.8729682,1.34718613
103.8763397,1.372816319
103.8721395,1.373838883
103.8730179,1.373860578
103.872737,1.372143204
103.9539382,1.350005297
103.9449179,1.357511619
103.938034,1.346084424
103.9460781,1.358782883
103.9551111,1.359013181
103.9467269,1.357832522
103.9337192,1.349721495
103.9471776,1.348093125
103.9548427,1.354020773
103.9542501,1.349174346
103.9546659,1.359968527
103.9336108,1.349339646
103.940777,1.346791006
103.9509655,1.354303493
103.9329156,1.351083881
103.9368755,1.345540335
103.9486352,1.34963011
103.9345881,1.348930841
103.9366114,1.346454633
103.9474475,1.355905169
103.9486352,1.34963011
103.9539382,1.350005297
103.95455,1.357980757
103.9371429,1.360051901
103.9572248,1.361085756
103.9602545,1.358699161
103.9353978,1.350101715
103.9583724,1.360265249
103.9574698,1.36132334
103.9333916,1.354364518
103.9502815,1.349159418
103.9475363,1.357518607
103.9509961,1.357407033
103.9467269,1.357832522
103.93734,1.34656173
103.9567968,1.359192563
103.9466418,1.347205767
103.9550027,1.354707981
103.9343391,1.358204476
103.9571975,1.362409331
103.9467269,1.357832522
103.936352,1.359920231
103.9549996,1.350780469
103.9467269,1.357832522
103.9580245,1.358682997
103.9600594,1.359915721
103.9340993,1.3570067
103.9358874,1.356984393
103.9349512,1.356842294
103.9511278,1.343584529
103.9343204,1.357558738
103.9310499,1.350903478
103.9541657,1.345059223
103.9481148,1.353264077
103.9574163,1.359765735
103.9543332,1.363611225
103.9330438,1.360011777
103.9475287,1.356409336
103.936352,1.359920231
103.9543918,1.362969899
103.9541857,1.362271539
103.952704,1.354017993
103.9586014,1.361021726
103.9330438,1.360011777
103.9570461,1.348037331
103.9366328,1.359389874
103.9351282,1.359920572
103.9318848,1.354568424
103.934139,1.35644099
103.931406,1.349415158
103.9475287,1.356409336
103.9550698,1.345851355
103.9383845,1.356371924
103.9386691,1.356369681
103.9574479,1.3521417
103.9590753,1.358834289
103.9324566,1.347678953
103.9590753,1.358834289
103.9568041,1.352217048
103.9582876,1.352447185
103.9375956,1.355460347
103.9376999,1.353110317
103.8511978,1.337359774
103.8578395,1.33750482
103.8517784,1.335013326
103.844105,1.332060607
103.859027,1.336283329
103.8472951,1.341552529
103.8571925,1.334969958
103.8569818,1.333566067
103.862943,1.334561497
103.849396,1.342052874
103.8541555,1.334799733
103.8443059,1.340940348
103.8588439,1.337571873
103.8506489,1.342033518
103.8485969,1.338226031
103.8457038,1.338649018
103.8507933,1.337804522
103.8674116,1.334863952
103.8669926,1.333204067
103.8454529,1.332206263
103.8683804,1.333157101
103.8811415,1.336849222
103.8439913,1.335884354
103.8500776,1.335658357
103.8462435,1.339162623
103.8440271,1.335350733
103.8461629,1.335210354
103.849823,1.334727136
103.8485778,1.334660579
103.8555528,1.341264797
103.8457312,1.33583762
103.8504235,1.335410349
103.8655426,1.334761505
103.7732999,1.441539758
103.7724055,1.442559074
103.7757399,1.440671099
103.7809767,1.436621232
103.7754365,1.442700229
103.79893,1.433418996
103.7752007,1.440084796
103.7748723,1.426616248
103.7754365,1.442700229
103.7725785,1.426982924
103.7725295,1.446753684
103.7815768,1.437219087
103.7930674,1.439792923
103.796033,1.443920973
103.7822242,1.436769434
103.7965137,1.441865182
103.7746217,1.427774302
103.7762683,1.431895935
103.7965447,1.430961964
103.7886999,1.439232688
103.8008507,1.434974774
103.7983081,1.439024834
103.7815756,1.4375976
103.7723692,1.428852532
103.7964908,1.432104164
103.8039982,1.441401719
103.8023676,1.43558818
103.8015994,1.436909085
103.7979184,1.438645519
103.7926869,1.428236646
103.794644,1.427666799
103.7973784,1.441222966
103.7731341,1.433028868
103.7966466,1.44061702
103.7979498,1.443892018
103.7963721,1.437135296
103.7930674,1.439792923
103.7997788,1.44150835
103.7894593,1.4356383
103.7939984,1.436051363
103.8022986,1.44214857
103.7938931,1.433800341
103.7874227,1.433436207
103.799572,1.438322013
103.7867434,1.434078833
103.7891156,1.432719712
103.788654,1.433452957
103.7891156,1.432719712
103.7717205,1.444983463
103.7739962,1.427113195
103.7965137,1.441865182
103.7952889,1.428446579
103.8031201,1.439788661
103.7808411,1.43918123
103.8022971,1.44492134
103.80687,1.442144832
103.77376,1.428369499
103.7952096,1.433148912
103.7994942,1.44087379
103.791681,1.434381597
103.799328,1.447860593
103.7968513,1.430484111
103.801399,1.435321386
103.7778075,1.432967231
103.7973784,1.441222966
103.8021216,1.439632618
103.8015994,1.436909085
103.79325,1.432322781
103.7917867,1.43249996
103.7921472,1.429430697
103.7944846,1.431785721
103.791681,1.434381597
103.7996814,1.444276562
103.8033479,1.441115099
103.799836,1.443678791
103.7904532,1.434686375
103.7886999,1.439232688
103.8006463,1.438284679
103.7927914,1.440991295
103.789948,1.436318452
103.789948,1.436318452
103.7910487,1.434695543
103.7906131,1.436844312
103.8446752,1.422053752
103.8330493,1.423214181
103.8318719,1.423529489
103.8357033,1.418735301
103.8301488,1.43352897
103.8407143,1.422015232
103.8318719,1.423529489
103.839677,1.437685381
103.83071,1.426956151
103.8276991,1.435558747
103.8318297,1.431280663
103.8452281,1.425785973
103.8333445,1.432414546
103.8288352,1.429954557
103.8275202,1.432218081
103.835187,1.418667011
103.8352938,1.416972242
103.8363187,1.432622684
103.8400524,1.432707915
103.8395642,1.417426191
103.845223,1.41992026
103.845223,1.41992026
103.8363984,1.432270645
103.8367411,1.416451295
103.8393128,1.419797493
103.8374914,1.42211203
103.847281,1.421332274
103.8323565,1.43661283
103.8411535,1.434687079
103.8391709,1.435780112
103.846147,1.421993263
103.8406901,1.420539324
103.846147,1.421993263
103.8386056,1.421901781
103.8396748,1.430034554
103.838166,1.420816854
103.8373383,1.413823322
103.8483265,1.422422421
103.8324714,1.4293693
103.8425748,1.430941645
103.8389187,1.433454122
103.8385037,1.435874166
103.844973,1.423810021
103.8337911,1.422208461
103.8332432,1.426568766
103.8374214,1.413124593
103.8313191,1.43165616
103.8440212,1.422045348
103.8327737,1.414438586
103.8369503,1.414694801
103.835725,1.434029953
103.8353287,1.41930445
103.845223,1.41992026
103.8442477,1.422602296
103.8392442,1.433051096
103.8376243,1.439945497
103.8352837,1.420066635
103.8281044,1.425752338
103.8327841,1.431548506
103.8469685,1.425740751
103.8361904,1.418173615
103.8408311,1.428763668
103.8352195,1.420777466
103.8321119,1.417138295
103.8430569,1.429779542
103.8472789,1.429546821
103.8354539,1.413902191
103.8330911,1.415452186
103.8398203,1.419130541
103.8277354,1.428569002
103.8477141,1.367908494
103.8490732,1.373400926
103.8477141,1.367908494
103.838361,1.376677065
103.8367603,1.3785821
